,OverallPlantYield_bbl_day,OverallPlantEnergyEfficiency_%,TotalRevenue_$,TotalCost_$
2023-01-03 02:00:00,2397.999067680743,1624.5096036326192,191839.92541445943,61767.06896929334
2023-01-03 03:00:00,2236.4299864017194,1639.0898455356503,178914.39891213755,59702.401954599845
2023-01-03 04:00:00,2322.8935452478663,1852.2859229399146,185831.4836198293,62787.26367972329
2023-01-03 05:00:00,2377.285169745118,1620.2361366573773,190182.81357960944,62753.63876923351
2023-01-03 06:00:00,2337.443648935011,1866.3953557041534,186995.4919148009,63301.04008658242
2023-01-03 07:00:00,2422.6646579208073,1795.8695818923513,193813.17263366457,66895.3094086529
2023-01-03 08:00:00,2191.736793249106,1742.900687846814,175338.9434599285,59654.93223164942
2023-01-03 09:00:00,2105.8034009303037,1891.7671499818234,168464.2720744243,60487.73095525608
2023-01-03 10:00:00,2293.3227662020277,1816.3442866459238,183465.8212961622,60776.72382410934
2023-01-03 11:00:00,2210.2725179084405,1655.0089599304695,176821.80143267525,61204.31217865192
2023-01-03 12:00:00,2061.1482162382526,1840.8102744862213,164891.8572990602,55969.777028266544
2023-01-03 13:00:00,2454.5332101293025,1535.8942994812605,196362.6568103442,64325.21962876346
2023-01-03 14:00:00,2305.851903736834,1784.3198567822287,184468.15229894675,61531.78047794703
2023-01-03 15:00:00,2167.221089237887,1799.6633356662376,173377.68713903095,61128.37217728043
2023-01-03 16:00:00,2321.275061761804,1564.8931636610628,185702.00494094432,58931.800340500355
2023-01-03 17:00:00,2277.898700804456,1781.5395919886946,182231.8960643565,61584.907489703124
2023-01-03 18:00:00,2145.047482165831,1732.8310299721181,171603.79857326648,57284.25564691094
2023-01-03 19:00:00,2267.7961822074076,1708.4894309241272,181423.6945765926,61741.48145230823
2023-01-03 20:00:00,2098.267666340027,1873.486431829416,167861.41330720217,55891.745029235
2023-01-03 21:00:00,2313.271498063398,1526.17951846802,185061.71984507184,61941.20886490562
2023-01-03 22:00:00,2102.2961420362462,1831.236673387843,168183.6913628997,57419.35815385191
2023-01-03 23:00:00,2086.0883568806735,1655.2793287482743,166887.06855045387,55614.806396750224
2023-01-04 00:00:00,2354.37145363489,1714.6064444561198,188349.71629079117,64189.29256618919
2023-01-04 01:00:00,2122.0756748514746,1902.0822403959453,169766.05398811796,58394.61785786961
2023-01-04 02:00:00,2198.4791529108643,1748.3505960316816,175878.33223286914,59892.60239491732
2023-01-04 03:00:00,2111.721801877102,1852.1799880771368,168937.74415016815,58636.31683359915
2023-01-04 04:00:00,2104.472257331908,1867.7169088930982,168357.78058655266,58704.861868270295
2023-01-04 05:00:00,2143.0184602306663,1790.4803183519732,171441.4768184533,58178.73129847337
2023-01-04 06:00:00,2171.1072867403336,1797.0681656719175,173688.5829392267,60172.42829124312
2023-01-04 07:00:00,2146.4610298624148,1821.3103370576632,171716.88238899317,56814.95950531208
2023-01-04 08:00:00,2306.6502454895685,1630.5481286093425,184532.0196391655,62630.2796674207
2023-01-04 09:00:00,2258.3533500798594,1812.9655761941897,180668.26800638874,62259.029714314354
2023-01-04 10:00:00,2253.01714895646,1644.6004560340998,180241.3719165168,60376.58728420996
2023-01-04 11:00:00,2354.5896150593944,1674.5093012280786,188367.16920475155,61841.36672428431
2023-01-04 12:00:00,2303.5423182050035,1769.8512275800074,184283.38545640028,63337.747644218325
2023-01-04 13:00:00,2320.8308013757633,1849.1710460499078,185666.46411006106,64375.01155689567
2023-01-04 14:00:00,2171.2636577261846,1612.0822106025792,173701.09261809476,56956.89394762828
2023-01-04 15:00:00,2336.4148609452454,1652.5332344674184,186913.18887561964,61351.74073591033
2023-01-04 16:00:00,2344.148186921464,1786.0104548924337,187531.85495371712,64885.59863484409
2023-01-04 17:00:00,2259.4223342445275,1648.1196037024076,180753.7867395622,62179.433339207746
2023-01-04 18:00:00,1880.6098535250744,1939.0116178307082,150448.78828200596,52439.169109588416
2023-01-04 19:00:00,1985.4358882413574,1907.4386446651317,158834.87105930859,55730.04030506894
2023-01-04 20:00:00,2332.6241326055233,1958.885658270209,186609.93060844188,65692.17980366648
2023-01-04 21:00:00,1952.8731747832753,2146.3960085177055,156229.85398266203,58302.18016748696
2023-01-04 22:00:00,2419.6321382626043,1661.9940897488023,193570.57106100835,66130.30246835802
2023-01-04 23:00:00,2257.659607566584,1942.734873631006,180612.7686053267,61181.43570217003
2023-01-05 00:00:00,2541.139934606049,1563.9909847703982,203291.19476848393,66923.87518471586
2023-01-05 01:00:00,2289.8447040219603,1754.0702700473043,183187.57632175682,62036.881408890906
2023-01-05 02:00:00,2584.8112057615854,1545.134171287595,206784.89646092683,65410.37434009565
2023-01-05 03:00:00,2139.8199114033696,1830.7930437871498,171185.59291226958,58309.92080114598
2023-01-05 04:00:00,2425.23746927652,1766.0317726259332,194018.99754212162,64437.89634623296
2023-01-05 05:00:00,2131.457159827474,1641.9944341454916,170516.5727861979,56532.66519408504
2023-01-05 06:00:00,2277.584757623629,1637.293070450413,182206.7806098903,59572.48662514617
2023-01-05 07:00:00,2324.6953503253617,1776.9918855190244,185975.62802602892,63166.12556678967
2023-01-05 08:00:00,2335.4761104751597,1743.0123482424715,186838.08883801277,64657.45819574036
2023-01-05 09:00:00,2110.6702687363304,1728.8098796997247,168853.62149890643,57780.65230974207
2023-01-05 10:00:00,2060.6160007465055,1785.6631302041294,164849.28005972045,57946.566766251446
2023-01-05 11:00:00,2451.750767808976,1891.952584332193,196140.06142471806,67137.5646382661
2023-01-05 12:00:00,2195.989008649519,1795.3701894952524,175679.1206919615,58386.47116875377
2023-01-05 13:00:00,2254.153914835607,1983.4753115504927,180332.31318684854,62851.7005121407
2023-01-05 14:00:00,2388.2574030210335,1588.9461537892214,191060.5922416827,62323.418066554135
2023-01-05 15:00:00,2569.4248907349015,1609.890378216132,205553.9912587921,65869.43576029633
2023-01-05 16:00:00,2146.8764335705328,1507.5905359795095,171750.11468564262,54275.68405034457
2023-01-05 17:00:00,2600.8731379864334,1582.5330312703513,208069.85103891467,68529.95579136799
2023-01-05 18:00:00,2217.780288423943,1669.4645382620888,177422.42307391544,59703.432710816924
2023-01-05 19:00:00,2281.5256703673253,1669.9980927387828,182522.05362938604,61298.193410362466
2023-01-05 20:00:00,1912.269786679984,2055.9755338724353,152981.58293439873,56948.56742268686
2023-01-05 21:00:00,2209.7625968476395,1898.2091444527207,176781.00774781115,59973.45973900528
2023-01-05 22:00:00,2205.42836694013,1682.9774780885386,176434.26935521042,61136.00118330287
2023-01-05 23:00:00,2427.558181191521,1683.9745997540201,194204.65449532168,63841.23482479106
2023-01-06 00:00:00,2045.6512239232554,1777.1820436104604,163652.09791386043,57725.5305731994
2023-01-06 01:00:00,2131.566042085935,1641.5542713419172,170525.2833668748,57913.870016858215
2023-01-06 02:00:00,2348.3209878713114,1697.4246958382096,187865.67902970492,61470.283313479675
2023-01-06 03:00:00,2054.5963621348574,1838.7433476984331,164367.70897078858,55413.49776764352
2023-01-06 04:00:00,2238.8531412870816,1586.4053903689362,179108.25130296653,59638.88099048789
2023-01-06 05:00:00,2421.928721870639,1530.8383565334898,193754.29774965113,63428.723703644515
2023-01-06 06:00:00,2198.29770717496,1804.691342729431,175863.8165739968,61031.29186809978
2023-01-06 07:00:00,2075.1579504070796,1777.1813550728439,166012.63603256637,56973.95922292471
2023-01-06 08:00:00,2248.7947693317046,1833.4310922575562,179903.58154653636,60597.72754054513
2023-01-06 09:00:00,2262.11333616338,1654.911922276052,180969.0668930704,60479.8745143456
2023-01-06 10:00:00,2438.7833059633504,1543.5221758900352,195102.66447706803,61274.08939197678
2023-01-06 11:00:00,2207.090194711791,1813.3056098541053,176567.21557694327,62068.994587144276
2023-01-06 12:00:00,2049.3578256946153,1975.9828366403653,163948.6260555692,57301.21818735641
2023-01-06 13:00:00,2222.980500410571,1702.6841963649965,177838.44003284568,59865.51514752435
2023-01-06 14:00:00,2034.7546619335562,2061.522196344932,162780.37295468448,56491.539048178245
2023-01-06 15:00:00,2160.8170313553637,1703.4159020860116,172865.3625084291,58797.715337525224
2023-01-06 16:00:00,2100.183769683204,1790.647820238683,168014.70157465633,57050.32722068884
2023-01-06 17:00:00,2082.0099981898657,1984.5177182662653,166560.79985518925,59233.8729580115
2023-01-06 18:00:00,2321.865497742515,1710.8600312413002,185749.23981940118,63891.09126669208
2023-01-06 19:00:00,2191.7891148901163,1699.300871607154,175343.1291912093,60294.49204328997
2023-01-06 20:00:00,2049.8499462191457,1756.6467560572157,163987.99569753167,55892.85239780643
2023-01-06 21:00:00,2602.9845773618013,1602.4902333323641,208238.7661889441,68534.98769505172
2023-01-06 22:00:00,2335.9081878963716,1614.674958076743,186872.65503170973,61825.02884061273
2023-01-06 23:00:00,2147.16996361207,1630.3206913429779,171773.59708896562,57615.61135720005
2023-01-07 00:00:00,2473.835450073844,1619.0257406791834,197906.83600590753,66073.23223937648
2023-01-07 01:00:00,2118.4450915812954,1674.8698479961868,169475.60732650364,56417.40346183896
2023-01-07 02:00:00,2398.750219933285,1643.5560195904854,191900.0175946628,63244.163960894584
2023-01-07 03:00:00,1888.610643710629,1926.2285645073475,151088.85149685032,53270.153274508106
2023-01-07 04:00:00,2160.8079404749346,1853.3538529271987,172864.63523799478,58688.62583673284
2023-01-07 05:00:00,2225.6883714736286,1653.3419998608579,178055.0697178903,60694.19991418572
2023-01-07 06:00:00,2103.7180351688626,2000.3508772225423,168297.442813509,61257.62855967358
2023-01-07 07:00:00,2435.555251545885,1511.0167341702522,194844.42012367077,64607.392554846214
2023-01-07 08:00:00,2433.757002496689,1668.898336622295,194700.5601997351,65577.76568346676
2023-01-07 09:00:00,2259.7483493070445,1818.1010703012994,180779.86794456356,61748.165661176216
2023-01-07 10:00:00,2266.785658153198,1654.796467272355,181342.85265225582,59485.80317465469
2023-01-07 11:00:00,2505.9264150184395,1590.800981240463,200474.11320147515,65749.27642984895
2023-01-07 12:00:00,2217.032851853292,2035.8716757881048,177362.62814826335,61754.09099084635
2023-01-07 13:00:00,2127.922286573782,1791.0673705066895,170233.78292590257,57968.43681390262
2023-01-07 14:00:00,2194.1083457489444,1742.9373049316825,175528.66765991555,58944.86935812542
2023-01-07 15:00:00,2064.1199810414164,1813.5816740907992,165129.5984833133,58151.84637290347
2023-01-07 16:00:00,2069.074909398166,1757.1459307827326,165525.99275185325,57000.897975021704
2023-01-07 17:00:00,1982.6274879502196,1978.4440877832135,158610.19903601756,55036.192093050384
2023-01-07 18:00:00,2445.754988247696,1642.0246973051262,195660.39905981568,64596.284160244395
2023-01-07 19:00:00,2263.437882437728,1791.7390122312624,181075.03059501824,61712.23148744118
2023-01-07 20:00:00,2002.5360169820633,1821.1675464244775,160202.88135856506,56436.79623352581
2023-01-07 21:00:00,2239.5857375071582,1751.1465930383968,179166.85900057264,59369.62217952
2023-01-07 22:00:00,2478.118717228642,1779.1101260116761,198249.49737829133,68394.52865102027
2023-01-07 23:00:00,2253.3975619685466,1755.9027635669172,180271.80495748372,62436.8010806956
2023-01-08 00:00:00,2163.4614999016826,1782.645089622315,173076.91999213462,59105.44258894792
2023-01-08 01:00:00,2380.0315973491042,1490.4399370473807,190402.52778792835,61101.18653913968
2023-01-08 02:00:00,2514.343442210302,1525.0715853381407,201147.47537682415,67580.6637673648
2023-01-08 03:00:00,2083.355310588418,1727.8957445034994,166668.42484707345,56258.88607802108
2023-01-08 04:00:00,2545.734530755629,1766.5643037710943,203658.7624604503,69302.22535427184
2023-01-08 05:00:00,2097.9379513808008,1477.1248079101165,167835.03611046408,56043.587383145394
2023-01-08 06:00:00,2054.1332227034045,2091.3206996221193,164330.65781627235,58777.91530344267
2023-01-08 07:00:00,1840.4466856911577,2030.5871909634895,147235.7348552926,52529.14023633024
2023-01-08 08:00:00,2432.2571417768895,1763.4102324862492,194580.57134215115,64368.410684583796
2023-01-08 09:00:00,1975.9719775090216,1734.4517211777238,158077.75820072173,52323.72989002522
2023-01-08 10:00:00,2302.7114907077494,1743.4171377792247,184216.91925661993,63818.47980742164
2023-01-08 11:00:00,2154.3401282207233,1750.8219653498425,172347.21025765786,58502.82710421753
2023-01-08 12:00:00,2380.702169857109,1665.6439862306722,190456.1735885687,62965.107010389635
2023-01-08 13:00:00,2222.409088268357,2018.7055684731856,177792.72706146858,60936.10400181464
2023-01-08 14:00:00,2153.969859677817,1839.8109348217606,172317.58877422538,58231.251636411675
2023-01-08 15:00:00,1942.883735427166,2020.0402794553047,155430.69883417326,57071.79482325785
2023-01-08 16:00:00,2231.9979591839874,1677.9750424171546,178559.836734719,60168.6171270466
2023-01-08 17:00:00,2561.0172431370415,1598.9997716460484,204881.37945096332,66490.61650178283
2023-01-08 18:00:00,2200.4642473304157,1651.8562903416314,176037.13978643325,59047.60331822124
2023-01-08 19:00:00,2138.7070366010153,1727.7477893362018,171096.56292808123,55816.32572435326
2023-01-08 20:00:00,2199.19883938255,1628.5563683032422,175935.907150604,57293.3382669102
2023-01-08 21:00:00,2089.2788740204855,1609.1275521660837,167142.30992163884,54389.566800749366
2023-01-08 22:00:00,2228.340326892383,1694.905794254704,178267.22615139064,61728.794236744245
2023-01-08 23:00:00,2139.8141538163336,1832.2609859503834,171185.13230530667,57738.98411028496
2023-01-09 00:00:00,1924.7193268916076,2064.842739694189,153977.5461513286,53893.80279355389
2023-01-09 01:00:00,2248.6798956744924,1738.3124523184272,179894.3916539594,59798.613050467866
2023-01-09 02:00:00,2247.3887606074204,2174.2949080307544,179791.10084859363,64995.08132303876
2023-01-09 03:00:00,2266.899491717344,1647.0926949097095,181351.95933738753,59764.96069781306
2023-01-09 04:00:00,2424.309650769942,1468.2845537580545,193944.77206159534,65096.68768198912
2023-01-09 05:00:00,2241.676637195441,1856.360266127328,179334.13097563526,60964.836046801516
2023-01-09 06:00:00,2154.1603664824393,1875.4552647643222,172332.82931859515,62719.95492084569
2023-01-09 07:00:00,2497.0333405719052,1643.6704681475449,199762.6672457524,66648.68800211017
2023-01-09 08:00:00,1884.0336307282623,2187.7752857136647,150722.690458261,54610.3972329839
2023-01-09 09:00:00,2145.9527147772883,1630.0829992207148,171676.21718218306,57334.65320558235
2023-01-09 10:00:00,2146.217834853407,1754.675398392539,171697.42678827257,59209.38340845024
2023-01-09 11:00:00,1702.4852782110966,2318.2991480251426,136198.82225688774,50601.04529361528
2023-01-09 12:00:00,2391.001033148765,1595.7405336971083,191280.0826519012,64567.53653764559
2023-01-09 13:00:00,2218.6139057117953,1553.0291959849346,177489.1124569436,58918.6975024082
2023-01-09 14:00:00,2291.3029579807853,1660.279006012188,183304.2366384628,62864.280982397555
2023-01-09 15:00:00,2179.467140259854,1441.968301433375,174357.37122078834,56023.565506653016
2023-01-09 16:00:00,2205.027481712784,1788.3189258470466,176402.1985370227,62010.68496276059
2023-01-09 17:00:00,2070.4846845875063,1708.8592393267265,165638.77476700052,57988.33951717657
2023-01-09 18:00:00,2464.148423025823,1632.637767780419,197131.87384206583,64943.94869915021
2023-01-09 19:00:00,2316.9592959271217,1911.8483844465093,185356.74367416973,65385.51283265542
2023-01-09 20:00:00,2002.6509792131587,1626.582962071686,160212.0783370527,53490.40153604483
2023-01-09 21:00:00,2404.704046941361,1705.3137167900338,192376.32375530887,63205.06732882849
2023-01-09 22:00:00,2121.429728641381,1741.7141124076136,169714.3782913105,56835.70854311598
2023-01-09 23:00:00,2464.365259746758,1633.8710448524737,197149.22077974066,65696.36820605214
2023-01-10 00:00:00,2134.28222677313,1732.8997016312076,170742.5781418504,57146.4361033833
2023-01-10 01:00:00,2293.983775659097,1812.275119635375,183518.70205272775,62893.004270953985
2023-01-10 02:00:00,2113.3513708018463,1841.571068704701,169068.10966414772,58042.272587540865
2023-01-10 03:00:00,2169.6269230879643,1728.518649329801,173570.15384703715,60014.779483468854
2023-01-10 04:00:00,2086.963645727589,1761.8498837254883,166957.09165820712,56024.29637294881
2023-01-10 05:00:00,2301.326112119408,1650.4747135884415,184106.08896955266,63013.75277533977
2023-01-10 06:00:00,2551.6966784213237,1518.8792732731033,204135.7342737059,63511.66688500506
2023-01-10 07:00:00,2012.5423532701889,1674.9472523392556,161003.38826161512,55310.250615877296
2023-01-10 08:00:00,2089.0837601382036,1796.172625888949,167126.7008110563,59902.46537464528
2023-01-10 09:00:00,2669.9151590594124,1468.091921077083,213593.212724753,66988.47466682228
2023-01-10 10:00:00,2018.9149267121122,1967.7638789511452,161513.194136969,59209.174464737625
2023-01-10 11:00:00,2332.422122626544,1728.6270894586846,186593.76981012351,64521.57465059073
2023-01-10 12:00:00,2229.653616326084,1955.825664522535,178372.28930608672,61381.764099087726
2023-01-10 13:00:00,2195.2358920730185,1864.9017545498473,175618.87136584148,58403.1625625646
2023-01-10 14:00:00,2232.9703467056006,1589.7716136306492,178637.62773644805,58678.71100480891
2023-01-10 15:00:00,2356.531729964213,1661.0106991689292,188522.53839713702,62937.965338320704
2023-01-10 16:00:00,2162.582366718425,1899.3335878431064,173006.589337474,59093.32101812262
2023-01-10 17:00:00,2107.788671940787,1987.6837924761471,168623.09375526296,60058.40639783742
2023-01-10 18:00:00,1985.3293178488827,2071.5681961736186,158826.34542791062,57833.59837681263
2023-01-10 19:00:00,2360.9248045957193,1635.712711852913,188873.98436765754,61767.21812485515
2023-01-10 20:00:00,2196.242727724769,1897.1062593646702,175699.41821798153,61213.88959447883
2023-01-10 21:00:00,2495.8157408920215,1757.4019789460722,199665.25927136172,68016.45635881856
2023-01-10 22:00:00,2427.418945095652,1698.272276828776,194193.51560765214,65087.3466092496
2023-01-10 23:00:00,2463.027813261201,1484.3747847433638,197042.22506089607,62145.33700053352
2023-01-11 00:00:00,2310.7281136348442,1722.4175267865871,184858.24909078755,60703.44707084637
2023-01-11 01:00:00,2429.0244582604137,1631.2437814642471,194321.9566608331,62863.992995553854
2023-01-11 02:00:00,2264.649458665503,1871.1704167026116,181171.95669324024,60198.5630792748
2023-01-11 03:00:00,2336.057199886537,1661.5968841061292,186884.57599092298,61894.74890004718
2023-01-11 04:00:00,2243.4191941774716,1855.3087154713512,179473.53553419773,62085.59685316265
2023-01-11 05:00:00,2459.821325721492,1741.7294110123592,196785.70605771936,64064.12220696114
2023-01-11 06:00:00,2409.921269662554,1557.0615334983668,192793.70157300433,63504.60585187271
2023-01-11 07:00:00,2215.0233068207554,1678.4814122168477,177201.86454566044,61034.35168784589
2023-01-11 08:00:00,2145.724243202517,1737.0006223667933,171657.93945620133,58560.27044521058
2023-01-11 09:00:00,2229.9840474217444,1660.4739194140177,178398.72379373957,60224.20562019519
2023-01-11 10:00:00,2454.996392201944,1596.9713929281677,196399.71137615555,64302.122926407304
2023-01-11 11:00:00,2083.7188144272386,1913.2938897877264,166697.5051541791,58720.49984921893
2023-01-11 12:00:00,2066.0360637711697,2159.004233175854,165282.88510169357,59851.23540032834
2023-01-11 13:00:00,2191.5512271384105,1628.0277384107212,175324.09817107284,58413.690520813834
2023-01-11 14:00:00,2037.3855755087343,1891.2038787067402,162990.84604069876,55174.50543951534
2023-01-11 15:00:00,2431.8148556377987,1756.044942503969,194545.1884510239,64471.964327794136
2023-01-11 16:00:00,2324.916314160436,1794.2539552085395,185993.30513283488,62248.74131702808
2023-01-11 17:00:00,2360.780937931446,1552.9650465112516,188862.47503451566,61307.476884104704
2023-01-11 18:00:00,2279.3561735586372,1724.1197782841205,182348.49388469098,61271.51647847101
2023-01-11 19:00:00,2289.930237275951,1801.621983843661,183194.4189820761,61482.57654178967
2023-01-11 20:00:00,2311.5635099195592,1797.5310030975795,184925.08079356473,62734.05573310549
2023-01-11 21:00:00,2312.4482367708315,1952.2940321467036,184995.85894166652,66456.00922169881
2023-01-11 22:00:00,2372.062243622822,1954.7459513143742,189764.97948982575,67149.11240501975
2023-01-11 23:00:00,2264.9731320568153,1944.688061509769,181197.85056454522,64351.18742986607
2023-01-12 00:00:00,2311.0623079942125,1541.6979735883604,184884.984639537,60107.40873545379
2023-01-12 01:00:00,2392.987781556185,1592.4640293565367,191439.0225244948,61937.779037295666
2023-01-12 02:00:00,2289.9422439680516,1768.8285688581982,183195.37951744412,62213.67177388427
2023-01-12 03:00:00,2359.5788912837734,1611.7175878954351,188766.31130270188,61121.87171278212
2023-01-12 04:00:00,2153.134411454688,1640.3061452407408,172250.75291637503,59695.366132082316
2023-01-12 05:00:00,1752.455492641764,1991.0980388168614,140196.43941134113,50382.054938086905
2023-01-12 06:00:00,2308.0336706000007,1931.6800659223024,184642.69364800007,66413.00150760186
2023-01-12 07:00:00,2353.455499823328,1573.7441349475646,188276.43998586625,59047.40455949796
2023-01-12 08:00:00,2250.046533591104,1838.8050973256047,180003.7226872883,63397.04579901767
2023-01-12 09:00:00,2246.7367495648878,1618.596938020466,179738.939965191,58519.06871697617
2023-01-12 10:00:00,2271.8705207340913,1550.826016528566,181749.6416587273,60342.988367489335
2023-01-12 11:00:00,2353.0672153925107,1706.48741127197,188245.37723140087,62341.150656108206
2023-01-12 12:00:00,2079.066415416684,2063.244372960996,166325.31323333472,57966.71331751498
2023-01-12 13:00:00,2375.977436698058,1653.4425911673306,190078.19493584466,63995.96763063618
2023-01-12 14:00:00,2407.01568072796,1587.3726223713245,192561.2544582368,62793.97894332902
2023-01-12 15:00:00,2168.520545809594,2116.436465276944,173481.6436647675,60963.35360301437
2023-01-12 16:00:00,2515.649895918027,1447.7914881052343,201251.9916734422,64664.44682383633
2023-01-12 17:00:00,2191.0878069482683,1735.209431935483,175287.02455586146,58826.45299601584
2023-01-12 18:00:00,2337.6804252089264,1840.7927687628487,187014.4340167141,62371.21763480465
2023-01-12 19:00:00,2083.5989769024177,1862.3440549903246,166687.91815219342,56622.605254679234
2023-01-12 20:00:00,1996.1853111366063,2259.03981914966,159694.82489092852,58232.433024319325
2023-01-12 21:00:00,2244.782378438168,1680.5571419955015,179582.59027505346,59986.36809310557
2023-01-12 22:00:00,2239.366975249758,1733.0471318252464,179149.35801998066,61695.55241351919
2023-01-12 23:00:00,2546.9708569683876,1582.9132865192228,203757.668557471,65969.15391984335
2023-01-13 00:00:00,2033.0061281829464,2071.3673765479007,162640.49025463572,55834.71070220605
2023-01-13 01:00:00,2229.4383311591664,1656.6425575347544,178355.0664927333,59644.134630730456
2023-01-13 02:00:00,2361.4670331809266,1781.4899949777446,188917.36265447413,65286.03810284528
2023-01-13 03:00:00,1997.6672335719359,1959.9223869081961,159813.37868575487,56914.846713424275
2023-01-13 04:00:00,2209.158523615218,1693.6601702267487,176732.68188921746,58644.42794471295
2023-01-13 05:00:00,2100.9513627638053,1818.010180835505,168076.1090211044,56252.20907218834
2023-01-13 06:00:00,1907.0026298904727,2155.661121787795,152560.2103912378,57318.916069004554
2023-01-13 07:00:00,2185.0689468401833,1754.1508571329668,174805.51574721467,59084.2262307901
2023-01-13 08:00:00,2653.024789455416,1776.4589310542242,212241.98315643327,71144.17163730085
2023-01-13 09:00:00,2400.5790741847873,1779.5438080958213,192046.32593478297,63255.44567725706
2023-01-13 10:00:00,2094.27635562908,1884.9094976275833,167542.10845032643,57982.65255316383
2023-01-13 11:00:00,2378.974363337905,1625.7512058652874,190317.94906703237,60477.46219809831
