,Temperature_C,Pressure_bar,FlowRate_m3_hr,Level_%,ConversionRate_%,Hydrogen_Purity_%,Catalyst_Activity_%,Sulfur_Content_%,ConversionEfficiency_%,ProductYield_bbl_day,HydrogenConsumptionRate_m3_day
2023-01-01 21:00:00,297.9530537103275,67.75017160264927,189.69228163911768,87.28497215444531,85.30150426731358,85.88695508230714,96.24013343320338,0.6536309508759713,85.30150426731358,1193.1644515100502,10.573631857706394
2023-01-01 22:00:00,297.8517062714686,64.53182804749032,179.43943908435656,64.79799024703574,85.81564950082773,86.62019552016143,95.19296646295255,0.48821792874820985,85.81564950082773,1128.674071840603,9.446911752327141
2023-01-01 23:00:00,296.2093933438757,61.414991248241215,178.19791167137737,74.53778910765627,86.87424417068132,88.51992639276183,93.10790748741574,0.6875166073817207,86.87424417068132,1120.8648644129637,10.318167413525673
2023-01-02 00:00:00,280.71842834240937,68.47311850506887,170.86801117888157,76.96031758088166,83.60413377711225,85.72426246145878,95.77299134254196,0.7047113873847507,83.60413377711225,1074.759790315165,9.93694124655576
2023-01-02 01:00:00,312.4838612805563,58.1836507982434,159.19501005068417,77.49603140591637,81.07840804915755,87.4453808022242,90.10331116716587,0.5210603536612007,81.07840804915755,1001.3366132188034,6.103794856129602
2023-01-02 02:00:00,303.6288180755692,69.20986240187156,176.78392410545752,81.58349793667792,85.04649724862469,86.18881723943703,92.30299808247273,0.592577230610044,85.04649724862469,1111.9708826233277,11.529684419511737
2023-01-02 03:00:00,282.8876305301906,64.35671268469181,187.04548147699802,71.92090986490763,89.06685160181186,86.01618995800695,100.76635806876274,0.6135634672670823,89.06685160181186,1176.5160784903176,7.470109095415849
2023-01-02 04:00:00,308.2988918910471,69.60471091517124,193.28349185615883,70.09190492479675,84.38539872872956,86.73751419810107,81.12621290896317,0.7682613048354785,84.38539872872956,1215.753163775239,10.68521573722414
2023-01-02 05:00:00,292.7500952632903,68.99041113783187,184.2265648573307,76.32089675474923,84.49329932055115,86.18471963504139,92.5335659210521,0.7191435928125786,84.49329932055115,1158.78509295261,9.26188104022444
2023-01-02 06:00:00,280.4855882433113,69.71306469413643,183.67767670926278,73.34749853886753,78.38313561643399,86.99232924464647,97.70574015601315,0.6962000947077871,78.38313561643399,1155.332586501263,8.630102418989352
2023-01-02 07:00:00,302.8482355416618,67.8015667273407,181.2341107826735,81.12386222493679,76.55029902603694,85.82717538019214,96.41465382977589,0.7205181623138819,76.55029902603694,1139.9625568230163,8.67132963388096
2023-01-02 08:00:00,313.7112203998562,72.03431917743876,190.65608837154232,87.54863102809696,83.50778225982478,85.8343251318898,89.51416880936277,0.8170319413885282,83.50778225982478,1199.2267958570012,8.219886476388547
2023-01-02 09:00:00,309.6839609220917,67.17265204774962,182.15962434759172,85.84250564493169,87.02381249899426,86.17341079473529,96.8712930036454,0.5349394204088751,87.02381249899426,1145.784037146352,11.615061036321839
2023-01-02 10:00:00,304.4971096139669,72.03953647038684,183.72353325623487,83.66606085506191,83.49350142932494,84.61440316825093,96.41209356270568,0.6152734834368419,83.49350142932494,1155.6210241817173,6.637022628222033
2023-01-02 11:00:00,312.40268449913043,69.5667230401656,180.790771797544,89.88332185858533,82.67586581435468,84.8770222356573,81.90006507419112,0.5645454115892405,82.67586581435468,1137.173954606552,8.131044802656628
2023-01-02 12:00:00,308.5499317583585,72.97663711400148,197.14620432655616,72.46428166573868,87.30759128056242,86.16814734200524,84.84324761812637,0.7317661842022042,87.30759128056242,1240.0496252140383,9.205648525850286
2023-01-02 13:00:00,295.7459063816979,71.79198280751397,189.2209457913562,77.83807308307614,82.62028314540004,85.26836089098437,100.49672983511819,0.6047624765322962,82.62028314540004,1190.1997490276306,11.757228282189335
2023-01-02 14:00:00,307.3374120776255,64.27274015095013,188.3911708389004,89.49629436546864,87.03680045875014,83.72540444373229,95.74586092076561,0.9181041869035319,87.03680045875014,1184.9804645766835,7.3795822207306525
2023-01-02 15:00:00,302.63974269652925,65.27691039450804,188.12686216141165,84.78386135917228,80.49099588462947,85.66148561287308,87.37709613018293,0.7244034181172037,80.49099588462947,1183.3179629952792,10.810900524187511
2023-01-02 16:00:00,304.8278159692108,59.807301756428586,171.83124755877643,87.79126376423615,84.9848566269393,85.5548560718754,89.17219722061148,0.6307529980061402,84.9848566269393,1080.8185471447036,7.451678909873992
2023-01-02 17:00:00,302.14576264410147,67.27018015616429,183.5016781178982,87.87347860835078,81.48054329307718,85.75851877828755,95.49312618106643,0.6914053117757204,81.48054329307718,1154.2255553615796,10.048275050104893
2023-01-02 18:00:00,313.25233342672175,60.35671135044956,169.21717388031405,82.33240443751713,81.07613286147645,86.43708125758015,91.97981139475031,0.5467099778362384,81.07613286147645,1064.3760237071754,6.450684789165991
2023-01-02 19:00:00,291.95746166201576,61.06089008672879,183.68794749214723,81.9390896166156,88.68409598496528,85.48854542811904,90.9934097435716,0.5535970294088371,88.68409598496528,1155.397189725606,9.767929740659389
2023-01-02 20:00:00,289.16301148945166,71.21868240459634,197.48428949737965,80.12715601087132,79.78941816019947,87.18358357253355,84.83412827322866,0.7389313689892798,79.78941816019947,1242.176180938518,11.262731412878363
2023-01-02 21:00:00,298.3529656728172,65.72477902503525,191.063011231964,82.13082662471697,87.7370937861436,85.03790225924433,93.57185570992245,0.6310346503754158,87.7370937861436,1201.7863406490535,14.940263866589111
2023-01-02 22:00:00,307.7366532859441,68.15562050078493,181.15590147412794,88.70213141640242,83.38377810029978,86.15666473751476,93.19191822384083,0.7399734616691193,83.38377810029978,1139.4706202722648,7.54027308053649
2023-01-02 23:00:00,303.0054867533297,69.2253384709557,194.35621367884536,73.86783750046294,81.36160755150362,84.96418018085011,101.13009917511032,0.6649165677753258,81.36160755150362,1222.5005840399374,8.316840081898304
2023-01-03 00:00:00,299.6391051192666,58.86240529361293,158.0292687979998,80.69961910326867,81.48491447103076,87.17989916685552,89.18433053141317,0.5458044976198324,81.48491447103076,994.0041007394187,7.910884251750933
2023-01-03 01:00:00,302.9165335140075,62.212645684977026,173.14429045824312,74.40525299258357,76.27382535110343,84.79440174587647,95.6630915705154,0.8086792039733137,76.27382535110343,1089.0775869823492,6.975089727970075
2023-01-03 02:00:00,306.10669908337246,63.02750441926943,183.1184029642694,89.22060497282114,77.94835176864635,84.96076424792453,98.68944940787787,0.722585604233407,77.94835176864635,1151.8147546452544,10.352740986167099
2023-01-03 03:00:00,304.28267879172114,65.49547496110469,164.2161682046794,82.7495537498873,89.80795745953577,85.21542667358537,91.09576492270872,0.6535570817847521,89.80795745953577,1032.9196980074335,5.835263080369678
2023-01-03 04:00:00,286.16095430542225,65.71276462616284,193.4233049596199,83.85277022240325,78.62861940465206,86.61963303069489,99.6186461765823,0.6654600765972165,78.62861940465206,1216.6325881960092,8.370889800502376
2023-01-03 05:00:00,306.6721657986801,65.27201238147337,174.88667720114347,79.68674177445638,76.53201953619246,85.84514642633907,96.61527748843443,0.7618584019604628,76.53201953619246,1100.0371995951925,8.076475643430953
2023-01-03 06:00:00,295.2281119357384,70.62628997093857,202.01849274291956,89.38995565081777,85.34251711036349,85.46108103794742,89.10164279966705,0.5395042782172095,85.34251711036349,1270.696319352964,9.954650541363783
2023-01-03 07:00:00,297.13687758693396,71.02263457917329,200.63215495891276,78.87642895868827,82.57550504786805,85.32685872549115,99.72503870438406,0.5922458531677015,82.57550504786805,1261.9762546915613,14.46791926696614
2023-01-03 08:00:00,290.85206892156475,69.2761598002577,184.5675747976837,85.23745033685921,81.79890069737137,85.52526859713637,90.1164701565709,0.7416656699013118,81.79890069737137,1160.9300454774304,8.136245202009174
2023-01-03 09:00:00,325.85231798132116,70.20012675849391,168.81988953689387,81.4109949482689,82.4932923082135,85.6669714405898,93.07759008765635,0.7737172503147898,82.4932923082135,1061.8771051870624,5.081282839553232
2023-01-03 10:00:00,312.2160310290713,63.734831638792244,186.13323572346508,72.48144918380333,84.19722001337887,86.64420127450742,84.05371504354542,0.6234480536665445,84.19722001337887,1170.7780527005953,10.980444024236554
2023-01-03 11:00:00,292.22802735042666,58.106449753050214,166.59604346933102,78.10995179259864,84.13270388392013,83.95398444417049,96.07127200988207,0.5742383979883673,84.13270388392013,1047.8891134220921,7.699793183215741
2023-01-03 12:00:00,300.8407547824003,54.24569143912185,156.07445833278686,79.77057481707563,86.21773514079293,84.64901815585858,91.28409170763365,0.6204182851362912,86.21773514079293,981.7083429132293,7.195187096757529
2023-01-03 13:00:00,292.8324440265671,65.28013541685661,185.9098819602024,83.4714884562,85.17491210813695,87.49507374876424,89.96602790234365,0.6388724673329754,85.17491210813695,1169.373157529673,9.525062209927311
2023-01-03 14:00:00,311.38961965545406,68.77598744806872,197.07262660864788,76.17979147089342,83.25861476889287,87.17973254984733,90.04738146610339,0.6287729261107899,83.25861476889287,1239.5868213683952,13.685887918173457
2023-01-03 15:00:00,298.3653308339343,63.076088828455575,166.35967060834741,79.3137896971525,79.88938032126227,86.73747788872748,97.15665114826423,0.7205493277439909,79.88938032126227,1046.4023281265052,8.56129865511142
2023-01-03 16:00:00,277.77713822894435,62.791213097539575,189.21632450106463,72.13940039967885,88.42120642373295,86.1195232591691,99.16664149832569,0.8039942981756748,88.42120642373295,1190.1706811116965,10.287436687297156
2023-01-03 17:00:00,299.520833913728,69.26578674854643,177.9233613233319,82.6918541001179,85.49085791004241,85.26869222589048,95.12888476551753,0.5388070863113583,85.49085791004241,1119.1379427237578,6.295635132812418
2023-01-03 18:00:00,296.8286237161282,63.78425477057673,179.36562031065975,73.43896182022237,87.54759507247023,85.54436791606715,89.86133254886182,0.7626778742006837,87.54759507247023,1128.2097517540499,11.998221015046038
2023-01-03 19:00:00,291.48993719559223,69.30211495811928,179.94671062906664,75.82620678693438,77.73784112663152,85.28813263982752,97.73068181605466,0.573969858222402,77.73784112663152,1131.8648098568292,8.918092823170536
2023-01-03 20:00:00,298.15036780748267,54.044560939577934,173.75649074455367,79.59571214707884,82.20618065977052,86.8100741663556,99.28334466314749,0.7688081837880381,82.20618065977052,1092.9283267832427,6.643213961110924
2023-01-03 21:00:00,292.836493040947,63.56183191278484,165.90561797638725,76.04371714061685,80.4615689476685,86.07675739254789,100.2402774209055,0.7940154725277068,80.4615689476685,1043.5463370714758,11.067387806185803
2023-01-03 22:00:00,305.2461291131114,61.25270279376207,184.77071300534038,80.02830787849098,80.09240300970907,84.81751221085925,85.2533078833336,0.7644705872184631,80.09240300970907,1162.207784803591,12.360079913887466
2023-01-03 23:00:00,313.12224469844625,60.71572541504137,168.78336978787263,69.48790163536555,92.41038152792065,86.26081892057181,100.32760947067814,0.6303324247150264,92.41038152792065,1061.647395965719,8.75020001599821
2023-01-04 00:00:00,300.34951462832214,70.62627710678846,188.09033878041112,74.18242900876194,86.25849625167518,88.05108466569021,89.8303870003454,0.7155232842595238,86.25849625167518,1183.0882309287858,14.1266403267285
2023-01-04 01:00:00,297.8537593392606,67.46480129761878,178.36806667348375,67.62356819923971,89.44929038498474,83.99740349173628,97.1336976253833,0.7776724521517242,89.44929038498474,1121.9351393762129,12.301578288082284
2023-01-04 02:00:00,283.11556880374394,59.767536336404696,180.85980831883896,82.80289075168695,86.79042676399752,86.7619280652954,95.06314165450588,0.8430343879703182,86.79042676399752,1137.6081943254972,9.123365542863437
2023-01-04 03:00:00,302.7262807579644,64.86506339003043,184.1776265966405,78.24360372597684,82.88928752736577,84.02874529601922,87.67339130450732,0.7008589226302336,82.88928752736577,1158.4772712928686,9.660496069234153
2023-01-04 04:00:00,308.34419354498635,66.80242239554093,180.47488215130545,80.29476353235584,85.65963799808013,85.85523983085099,98.48128217926572,0.8234441854396848,85.65963799808013,1135.1870087317113,7.134461315466613
2023-01-04 05:00:00,306.0827768715802,68.99930962694944,171.55534306586765,79.38046620377835,85.18769008098644,85.74050150860519,103.3912971568062,0.8502372550771274,85.18769008098644,1079.0831078843075,10.818085764704955
2023-01-04 06:00:00,296.4464325031256,66.77162717446308,173.90987518701047,80.97745387581072,79.76259865408625,86.40903970525297,98.7989907051145,0.6287816592315664,79.76259865408625,1093.8931149262958,9.815490999230597
2023-01-04 07:00:00,297.57711270549504,71.72622981065604,188.16442042167614,76.18942314554529,83.52029128307474,86.49568948036949,99.6897273821273,0.6019692689187142,83.52029128307474,1183.554204452343,7.954583935801723
2023-01-04 08:00:00,304.74954542086493,67.01045102900173,177.89681746878657,80.36937770973407,85.30324296286784,85.9905508323055,98.30665178932561,0.799526358744264,85.30324296286784,1118.9709818786675,11.893985443156144
2023-01-04 09:00:00,291.04907058866,66.39789925586678,186.334900841781,74.19066960230249,82.84361222557361,85.92082221373892,90.43439729826532,0.6466237312759117,82.84361222557361,1172.0465262948026,10.942893505419775
2023-01-04 10:00:00,315.5208421260774,68.91040927955414,175.90531895342437,77.90496772623524,83.2061993984161,85.32693472891155,90.44371867387291,0.9003837503248897,83.2061993984161,1106.4444562170393,9.939910135986603
2023-01-04 11:00:00,291.70621638660083,64.54457495609216,179.31135325692685,81.82594531876056,86.32275066825306,86.63270234521589,85.24033842071225,0.8427371332066945,86.32275066825306,1127.86841198607,6.039606629843772
2023-01-04 12:00:00,294.4238053552391,70.46926834586407,184.13860112978853,78.4282146342521,78.24204902185959,84.77641845802474,100.11555336343636,0.6892413137061761,78.24204902185959,1158.2318011063699,10.325567008253888
2023-01-04 13:00:00,303.11833048577813,62.909589844281896,169.44106465643455,77.30590131711169,81.1776389994891,84.96101980161744,91.70037109549195,0.7899345314839248,81.1776389994891,1065.7842966889734,7.076042872733667
2023-01-04 14:00:00,290.3161045695253,56.03895343639759,164.23303462513292,72.03787467031354,86.26250094630453,86.92307506520469,92.55977757854417,0.5316522935750073,86.26250094630453,1033.025787792086,8.535796660901593
2023-01-04 15:00:00,308.41366061498155,62.222489413595724,189.86942704060633,80.1056079316624,80.14410148789555,85.5547402120014,94.10371070338981,0.841158953714144,80.14410148789555,1194.2786960854137,10.946349212079602
2023-01-04 16:00:00,309.6673363067776,66.45781016888608,185.8610711533695,84.97133585475855,81.60145043359506,86.09668811507437,103.51203460177666,0.6025364138327534,81.60145043359506,1169.066137554694,11.471235704238843
2023-01-04 17:00:00,296.4520333519482,68.81498116331137,170.69731196374045,79.24072139261077,83.28514251438372,86.3358355572789,94.5006880595299,0.6774040033251781,83.28514251438372,1073.6860922519274,5.796461612774348
2023-01-04 18:00:00,291.7901680103415,66.39216358212009,177.19555018154998,73.69255701261005,83.18397054402844,87.37558155505963,85.67108256126556,0.6317860054299118,83.18397054402844,1114.5600106419492,7.188596037345645
2023-01-04 19:00:00,306.68344790026555,57.86346398347445,160.49197226599867,85.66716158022633,89.2770984492643,86.25956014620625,89.67728722740485,0.7717914986273161,89.2770984492643,1009.4945055531316,10.524018070646962
2023-01-04 20:00:00,300.7162924838722,68.48589094763116,202.33970779477116,78.99153249760721,81.87605274196123,86.39403994006037,87.2026635760231,0.7373385309104968,81.87605274196123,1272.7167620291107,9.564809358263805
2023-01-04 21:00:00,319.40416647698197,53.29682948983708,161.4623876220167,91.99692983194855,82.82412764309771,85.79309167009593,93.51991600985525,0.8133565164294704,82.82412764309771,1015.5984181424851,8.428662285309075
2023-01-04 22:00:00,303.1956816047964,68.88554222374846,187.92876027878623,81.4878033086597,84.83686753426987,85.23428014748315,98.11491616094101,0.667662118524055,84.83686753426987,1182.0719021535654,9.144009206560645
2023-01-04 23:00:00,304.7094606583814,75.09959021372688,214.17131053765246,83.12203672608298,79.13466511963394,86.53154513046303,88.2465007851374,0.5403520391581756,79.13466511963394,1347.137543281834,8.060060813475523
2023-01-05 00:00:00,293.6091871274895,65.88666691926794,203.28394468692582,76.3720491699918,84.54525399867758,86.7034743787852,93.01149098668832,0.7795708337569959,84.54525399867758,1278.6560120807635,11.681601851945613
2023-01-05 01:00:00,308.19266978887396,63.13899631953774,187.4356441534155,73.58854607009202,84.13045121553968,84.58827193667744,93.60656917568994,0.7480851632203245,84.13045121553968,1178.9702017249836,11.893923286708455
2023-01-05 02:00:00,317.05941754771413,75.60630563056696,206.67422425545993,78.17269314556694,81.94042996805956,86.51063418030924,96.33065400668876,0.570837664394472,81.94042996805956,1299.980870566843,13.533095155956493
2023-01-05 03:00:00,296.61884706653177,58.45475521083898,172.19659387753336,85.56348618658231,82.17080304453832,87.55134349094222,92.673401645993,0.7714370619360842,82.17080304453832,1083.116575489685,9.392233538369194
2023-01-05 04:00:00,309.04236510197507,70.27663529985402,195.7549923838376,88.12348974833881,86.65231831478945,85.49018605532814,99.46250475827864,0.49006915707211496,86.65231831478945,1231.2989020943385,6.852968275125362
2023-01-05 05:00:00,288.66585297839106,59.239035926215884,173.72788313851837,75.78325703478231,82.33560493302552,85.58260622697048,90.732878947973,0.4808207766689127,82.33560493302552,1092.7483849412806,10.261431633308938
2023-01-05 06:00:00,307.6526276647716,61.40230607505595,176.32073702498926,79.31861392093545,84.2970549372615,86.47824246023987,86.03184827461479,0.6674631860673006,84.2970549372615,1109.0574358871825,5.128771854751302
2023-01-05 07:00:00,284.9190409247688,62.78055896705192,180.31200183850763,68.11818630491548,88.1174081206582,86.02038563521384,96.96086037425057,0.704261090208632,88.1174081206582,1134.162491564213,9.805999564234998
2023-01-05 08:00:00,302.84562536782727,65.4752804128808,173.24281418336793,68.9654303448603,84.92058494078866,84.58936958043142,102.7198382089751,0.5496143919992926,84.92058494078866,1089.6973012133842,11.798625806086095
2023-01-05 09:00:00,308.3944298748888,60.960364243883035,172.17046363167512,77.5911806814541,83.56178231231586,85.94277542184938,85.6346692090584,0.7228003589432827,83.56178231231586,1082.9522162432365,13.510539705900523
2023-01-05 10:00:00,283.7592105321658,60.80126308222518,162.59466438225675,77.59481342471582,90.75617100295202,86.56550527445462,103.48899708873215,0.5822271361790875,90.75617100295202,1022.7204389643949,7.842718440350387
2023-01-05 11:00:00,294.9042452165819,65.27582149117892,179.85655554713222,81.611570666377,82.46843139295663,84.80325465907745,92.28363483073143,0.7382998437969187,82.46843139295663,1131.2977343914617,5.998249001532458
2023-01-05 12:00:00,292.6165462724049,65.83877757492203,182.62800547090748,74.93948800562984,82.34247254629118,86.16871476073425,82.99861064159239,0.6898869602798648,82.34247254629118,1148.730154412008,6.736885164930811
2023-01-05 13:00:00,285.3627068849655,66.99001198214863,186.61193603000686,80.33724565749722,81.82539917406498,87.59370941822267,101.34636937935913,0.6387621130116629,81.82539917406498,1173.7890776287431,9.20927905846369
2023-01-05 14:00:00,295.42096865121675,58.75485295431406,178.85412991212036,77.31743369028356,80.81761025831742,85.67139840955555,95.53201566773944,0.6626156942976261,80.81761025831742,1124.992477147237,7.645985909518768
2023-01-05 15:00:00,297.0860453526037,71.523879633388,211.9740642857292,73.99424794623266,79.31972705917212,86.51222416271679,93.51270517263573,0.7427754657541339,79.31972705917212,1333.3168643572367,7.774438903438641
2023-01-05 16:00:00,304.6858377075498,62.84543669624176,165.91118686945916,79.70222480940853,81.99420658481914,85.35901830859932,91.84269848198468,0.6833150600013693,81.99420658481914,1043.5813654088981,8.748565552777329
2023-01-05 17:00:00,307.4135693618868,68.66449572729364,202.70938971679413,80.08950236929363,80.26860971776811,85.6343049964731,92.41185282267291,0.6300174147760688,80.26860971776811,1275.0420613186352,12.171753377956799
2023-01-05 18:00:00,313.7821352722321,60.26419459938657,170.5135699449005,74.7402282297435,82.6473580816163,87.21356027164859,88.71050127555557,0.6968172326316658,82.6473580816163,1072.5303549534242,9.737625992120044
2023-01-05 19:00:00,313.97065761305385,57.15221218198654,174.50496425620278,78.82805682007549,87.8880188213803,85.52462172928897,96.47677015628403,0.5601317135026784,87.8880188213803,1097.6362251715154,7.86100084118725
2023-01-05 20:00:00,299.5086398179325,59.30779984598344,165.89702864452929,67.50599334580511,83.59799948332298,87.6259839900462,93.68620873416528,0.6206544674906231,83.59799948332298,1043.4923101740892,7.566079901391423
2023-01-05 21:00:00,298.3471995744137,64.15954958419947,192.02043670015584,80.00426193676115,85.09141970635363,85.66924522164281,93.90615481587594,0.7560523947688087,85.09141970635363,1207.8085468439801,10.154512401311063
2023-01-05 22:00:00,282.4132465127328,59.62699218583388,173.27061840215444,69.15556607708331,86.3432878188392,86.38151490651904,90.90829601808674,0.7877015926420619,86.3432878188392,1089.8721897495514,12.10094129866243
2023-01-05 23:00:00,315.1027232242184,70.87030451592481,196.9731810693238,79.88415229316819,77.6473967998745,85.57195875423751,92.25925933985762,0.8583211145185428,77.6473967998745,1238.9613089260467,11.09004499031933
2023-01-06 00:00:00,298.2272957162008,62.01668510581451,173.14382576051517,74.68923715926476,84.1295895216447,86.24668602596489,97.04078533025593,0.5004730598746175,84.1295895216447,1089.0746640336404,9.814627446596178
2023-01-06 01:00:00,316.89261256982434,66.49802280406733,171.5515707923728,79.05109100702245,79.2633013640082,85.29299012473906,91.582743646677,0.7805465256676127,79.2633013640082,1079.0593802840249,6.933451204720824
2023-01-06 02:00:00,302.85169123850784,67.87489523089502,178.53519409628686,79.17662957819455,82.99931241414673,84.5424396521253,84.41854339030405,0.5717794664404641,82.99931241414673,1122.9863708656444,5.83253603484963
2023-01-06 03:00:00,300.67934130073183,55.47245221505105,164.45641415176024,70.09753440604743,85.96188865230334,86.60522970002928,87.14113128336987,0.5823452038666739,85.96188865230334,1034.430845014572,9.32447917794937
2023-01-06 04:00:00,304.0045654713346,66.5235461026729,174.1895280708498,80.57797830258126,83.31157122587166,88.23826498020863,94.02388737335092,0.8736644456944997,83.31157122587166,1095.6521315656453,11.816430512318888
2023-01-06 05:00:00,296.6388375477393,62.535429837614316,161.40117898394402,86.30005487385884,84.97977764404172,85.89193623927241,98.82845664702198,0.44772755397703995,84.97977764404172,1015.2134158090079,5.360106322989497
2023-01-06 06:00:00,290.4153043340489,57.74448791349343,177.32779755138642,76.79777564635837,88.86016893329644,85.69361702042528,88.52068468780176,0.7795062892163542,88.86016893329644,1115.3918465982206,9.265001387130427
2023-01-06 07:00:00,316.4390032235509,64.17065171867463,157.43546123116437,74.66024087477166,86.6366168380897,86.39742789355505,105.67996062981703,0.6141584300319166,86.6366168380897,990.2690511440239,9.454329501971142
2023-01-06 08:00:00,291.85630301892274,58.63277155818222,183.84261893324745,74.65535422597884,82.80750554372369,88.22040825862686,92.8912542620597,0.6522067414532687,82.80750554372369,1156.3700730901264,7.592110660220339
2023-01-06 09:00:00,273.4159120113853,64.82674723109565,181.5853358979875,84.92200852570407,79.5327395574344,86.12631263998885,91.29146123842403,0.7886746017612731,79.5327395574344,1142.1717627983414,8.806652922934479
2023-01-06 10:00:00,299.0526036535064,64.07894188082662,180.56209115311916,77.62566458807859,83.16027559585989,86.25125630872922,93.09069228124565,0.6781685571013294,83.16027559585989,1135.7355533531195,6.851430997383992
2023-01-06 11:00:00,297.65549348494955,62.11161627429263,179.02519953179024,76.6752577671565,85.02054195078595,85.6337888996012,87.50547216804046,0.5670414904239298,85.02054195078595,1126.0685050549605,8.35894948553643
2023-01-06 12:00:00,314.5968046160893,68.39309145752651,179.24847793520604,72.02175131056109,85.30745252987406,85.4422284825589,96.93876909071012,0.5306610439840211,85.30745252987406,1127.472926212446,8.07733847344886
2023-01-06 13:00:00,312.0766639865124,73.9360415907953,188.286720521944,86.31192655171964,81.52425200928441,88.09142644313457,88.3813985411165,0.6685082945276565,81.52425200928441,1184.3234720830278,8.040273523183018
