,Electricity_Consumption_kWh,Steam_Generation_Rate_kg_hr,Water_Consumption_m3_hr,FuelGas_Consumption_m3_hr,Water_Quality_ppm,Steam_Quality_%,Electricity_Price_$,EnergyEfficiency_kWh_bbl,WaterUsageEfficiency_m3_bbl,SteamGenerationEfficiency_%
2023-01-02 13:00:00,9311.281059870667,7147.810093558455,250.55418733184496,576.9412829256622,-12.193973244443804,102.45323809742303,0.10085035506383658,8.812294263187635,0.2371271163919442,4.963142040400001
2023-01-02 14:00:00,10602.61392526524,6164.31536207379,276.1509765056649,632.1809860493545,-11.688887838046597,102.93070108999746,0.11259347652094998,10.497067589386926,0.27340196348634366,4.477587060988129
2023-01-02 15:00:00,10446.068604447615,7403.276008104621,276.53550106888906,631.4054851052236,-7.945095356553344,100.3009277865528,0.10695000973371963,8.420083637686815,0.22290223585151397,4.378159879270862
2023-01-02 16:00:00,10818.017280383057,7500.316668292042,290.6276657379514,657.5872965432303,-12.718572647492806,105.39385573616303,0.0925474022731965,8.232472660862468,0.221166619600116,4.187611371338511
2023-01-02 17:00:00,10394.492965075113,6955.409622660891,265.24730936446457,610.9557715874679,-11.879298834852417,99.79002195226249,0.08784468301056564,8.827115865097587,0.2252508843415811,4.333535648949291
2023-01-02 18:00:00,9131.982383675739,6968.643718801225,276.2199804509129,552.7817644838427,-9.160116922794439,105.38868820474973,0.09408187779497676,8.867603490726317,0.2682231699475697,4.964706805629037
2023-01-02 19:00:00,7462.965714177103,7075.717975666199,257.99558707483624,468.13888662413166,-7.256761699251568,105.2772418250871,0.10599371354537733,5.83966982305568,0.20187806054909366,4.062108364353284
2023-01-02 20:00:00,10303.824181720658,7101.307715270488,295.0407013099398,631.2349231399234,-12.065889960577152,104.46240392996401,0.10727503386050223,9.280096828152457,0.265727192944496,4.692416403146259
2023-01-02 21:00:00,8844.304227912058,5742.140025535027,202.0660184511397,543.5202990336791,-5.978405817319404,104.78202894885142,0.10259066445879064,8.15509055890639,0.1863195381888981,3.8845707701547876
2023-01-02 22:00:00,11617.88390167915,7344.206662496952,284.815631417147,678.5331257177893,-10.257554196543706,101.32498379556999,0.09529125558765288,8.573377317210337,0.21017871194476184,3.976252349544739
2023-01-02 23:00:00,8828.313196597019,7005.321428030441,291.5253455131692,546.0121476277615,-6.6373572672545205,100.85761448526506,0.10454547138218011,7.265222807354467,0.23990954353098573,4.229640119392335
2023-01-03 00:00:00,10033.890963703012,6441.044082971043,250.85658462139267,614.4110493878826,-9.674360636425888,102.40121002480728,0.11023136165749305,9.025267149872604,0.22564005336541396,4.250608480203217
2023-01-03 01:00:00,10964.667855304106,6908.000767941883,305.92654934650886,660.4694138129117,-10.17168421615932,104.67816627629415,0.10756450721606362,8.010051182717314,0.22348942537572797,3.7025107832963924
2023-01-03 02:00:00,8684.658110261764,6314.220954016529,227.8719706577756,520.6917883130126,-10.891044109633206,102.68352185249262,0.10477526472259574,6.9689997052742925,0.18285575277602323,3.7174200692108714
2023-01-03 03:00:00,9418.521600509675,6359.656340654373,243.13750885176708,583.9535824058662,-7.110933973105176,98.24252556488173,0.10733300094746115,7.825875433998817,0.20202362306030572,3.8769302265227137
2023-01-03 04:00:00,10271.188055327793,7790.859468695817,278.00858086505775,629.0235297809189,-13.68841497414402,101.69013687707054,0.11296726685487639,9.284597806561045,0.25130470264985216,5.166922286576499
2023-01-03 05:00:00,9565.791350454292,6525.327305959496,281.3491002039921,566.4491993157051,-10.387937256581116,103.02330814505953,0.1065669623376139,7.489376827376319,0.22027758648226067,3.748273076860083
2023-01-03 06:00:00,10411.313110857902,6762.348240769938,272.9722869307176,628.6702688745908,-8.089107726981304,103.45886941683486,0.09374698118116663,9.759867985736669,0.25589216805226833,4.65093330472847
2023-01-03 07:00:00,11600.028221398923,8022.501984023873,264.65646538186314,692.7422656132379,-12.121998605259183,100.72800325651463,0.09797670100739993,9.994093323518642,0.22801680851255232,5.071055130317524
2023-01-03 08:00:00,9950.90351463373,7271.990688686658,289.7912248867884,619.1480590314452,-11.403257591841196,100.88032140074095,0.09449029051143878,9.65351025897423,0.28113050822885904,5.175832406953597
2023-01-03 09:00:00,11555.775987152849,7550.725462462099,282.86110375688264,667.3320498160778,-11.746115617507826,103.50910888216265,0.1107805470156445,11.069532431813606,0.270958883697335,5.306681063165521
2023-01-03 10:00:00,9378.558886543267,7856.0672799343665,301.9176914013323,555.3174418302552,-9.436718008768777,102.53702856295972,0.10873090363503618,8.354730794900581,0.26895827646775256,5.134589038629977
2023-01-03 11:00:00,10692.284085083878,8509.798837684728,259.966825442666,627.8218320525513,-11.845377953352168,102.71657325525088,0.1126913498635081,9.198586321704022,0.2236498081780031,5.371233558125527
2023-01-03 12:00:00,9275.745190502437,6657.076849180081,272.7484117811025,570.2138009980355,-7.340198028719407,101.47113222389548,0.090555477984987,8.593109648553325,0.252675872479075,4.524694464277764
2023-01-03 13:00:00,9582.53536306559,6450.79680615239,265.0873737951877,586.4921146681062,-8.23707649737583,98.88371633984983,0.10437558357545958,7.456297247710105,0.20626798448875486,3.6826486721661396
2023-01-03 14:00:00,9695.872971619308,6648.319273614476,298.29498763119705,573.8476868824506,-12.188822373323143,99.73962962997099,0.09450980916518642,9.093304406144831,0.2797568752496423,4.574575759343197
2023-01-03 15:00:00,11186.104796896774,6440.308600441019,307.72661251752044,682.9594492662176,-16.743027091163587,101.99161536117738,0.11440049428470767,9.980297604766049,0.27455519410862184,4.215755645197997
2023-01-03 16:00:00,7866.462137211229,5927.326644787417,223.6375011516817,492.6716098044603,-4.4392580055462005,102.27093140861761,0.0967568224756319,6.954673920270685,0.19771605961170888,3.8446810838378838
2023-01-03 17:00:00,10080.941154903208,7392.0257066738195,298.11965890553046,591.9234880205424,-9.123110142729796,99.34629217190151,0.08519371942883235,8.699760571457974,0.2572745554477682,4.6803015292758365
2023-01-03 18:00:00,9047.099476260826,6858.574490017173,269.0538749527123,568.4039112123926,-10.824611319871508,98.84235945232885,0.09615275974924391,8.897289317339837,0.26459863447804555,4.948645584872128
2023-01-03 19:00:00,10306.515861332691,6763.533539976615,238.34333008370047,619.7863575917331,-14.19375801249727,103.45759864483615,0.09530848806681344,9.073185328093771,0.20982194513256336,4.368433189637415
2023-01-03 20:00:00,8759.700380831277,7462.867763594127,237.83572280947067,546.735454930346,-7.426057133909452,102.81693816763537,0.09766530576598374,8.71317776611934,0.23657258146719226,5.446245490911063
2023-01-03 21:00:00,9860.064930388084,6930.963854879571,283.76539664124545,624.6285297529512,-8.438317326640364,101.27411661448937,0.0747690927704463,7.765511177777479,0.2234856844291917,4.004866580897805
2023-01-03 22:00:00,9669.890811956871,6512.436503368428,245.6915674949729,589.1083092395205,-8.57811799300951,100.27382995571914,0.09280328184634909,10.286151017147152,0.2613494418952458,5.082518545639699
2023-01-03 23:00:00,8738.721693997019,5901.401730301312,262.71518877703426,532.1585400642227,-6.781324982772404,99.86836345671955,0.11127607033559746,8.530234564412812,0.2564473686628037,4.226417432668929
2023-01-04 00:00:00,10757.072137406092,6803.427174411583,274.07611773688956,632.3280202565463,-10.55744266133632,103.24808537418247,0.09176204085473483,9.184005993489107,0.23399645143355755,4.2615732917062745
2023-01-04 01:00:00,10034.50264296844,6797.745790683925,270.8032547391279,585.6743426106568,-10.491765852161988,100.90317507188031,0.10458415459524072,10.033092637526282,0.27076520262269305,4.98664020578623
2023-01-04 02:00:00,10015.57916278432,6905.123063758665,248.45536021377885,606.4143338024353,-10.183380811617665,103.18310877187984,0.11468141197598085,9.440902384715788,0.23419941718932996,4.775435751419476
2023-01-04 03:00:00,10316.783020719928,6969.684813952331,265.6539497063039,616.7296777036014,-12.699346287239752,96.43341088645586,0.11037601460846697,10.822808513149173,0.2786839485388785,5.364298800008591
2023-01-04 04:00:00,10451.097117906607,6148.823356703738,289.0497705713619,598.8941851996867,-14.105894112038225,101.63183743781221,0.07972645701049166,10.7822719194372,0.2982091917614511,4.654194811285828
2023-01-04 05:00:00,9635.249757037975,7361.26112113442,246.00219056815303,573.6309874532649,-8.3453862773811,98.59325216922515,0.10477881248681586,9.05623611038847,0.23121911498253164,5.076228087446007
2023-01-04 06:00:00,10535.927727998524,7116.038009679784,275.4962410593223,620.6488339958098,-9.390299563633297,103.82281007835452,0.10649847993571682,9.78071771025434,0.2557488086100689,4.846635343000088
2023-01-04 07:00:00,8734.129773172122,6420.599992192302,294.1961189507557,529.0763309498404,-9.393110715290913,102.432643178733,0.1000687047426965,9.070586626543573,0.30552916563393023,4.8921018813402934
2023-01-04 08:00:00,10376.785822548845,7436.90899556019,291.62430623587244,613.8620414491705,-10.703866755705034,100.43833697103975,0.08937251329788451,8.737027024451287,0.24554129651910156,4.5940681919472395
2023-01-04 09:00:00,10750.844546299099,5788.698263788608,216.0617016898787,628.5343435430011,-11.259445805267276,101.17476860161,0.11039270063328795,9.896692454567813,0.19889564988374772,3.9096020079655727
2023-01-04 10:00:00,9633.917667895803,7664.129659616812,279.9517380959409,572.8661113010979,-11.595006750046872,99.64117843029047,0.10843945376672783,8.402360991938679,0.24416396785717356,4.904168611408273
2023-01-04 11:00:00,9277.482312127646,7217.004292675813,286.3040425754919,556.7213513474735,-9.102887920153265,102.17812669848658,0.1050208191182222,7.5628286923586385,0.23338965843111684,4.3163359153903045
2023-01-04 12:00:00,10860.88090519438,6933.947328754128,285.8276990485255,637.8603313585122,-6.989368434263636,102.61786314842661,0.11423005163560185,9.482913797655316,0.24956349809185424,4.441824894263689
2023-01-04 13:00:00,11295.830787980274,7804.535658640786,240.36917648370698,666.5166390300151,-12.225217110498889,102.32839788644353,0.10935455283758448,9.000328470536848,0.19152212733638393,4.562379370659723
2023-01-04 14:00:00,8511.389478862791,6645.412729282501,261.5477706994577,513.9024035410679,-6.7889428097194084,103.77714809237786,0.09276321438463615,7.477689596951803,0.2297830511601241,4.28344379204947
2023-01-04 15:00:00,9198.14597219641,6656.571656619389,253.51438838092727,540.8168562492183,-6.9906380781578115,99.44690439376441,0.10875816044777742,8.053458296126406,0.221965117803655,4.27599188441812
2023-01-04 16:00:00,11323.65734984492,7145.118693654177,237.4113140973173,679.8542609000912,-11.888042613165158,101.66853499738484,0.10929393178232287,9.636482283043152,0.20203807404364132,4.461135349260691
2023-01-04 17:00:00,10687.330605565514,6469.270652316455,282.33550273739513,644.9557436603767,-14.023180084758788,102.38465303262215,0.10570879040125707,9.01324445275091,0.23810987025490374,4.002868939512435
2023-01-04 18:00:00,9326.165412585675,7304.283938533407,314.7307364481857,570.4348827949714,-7.912634687969421,105.41964768232828,0.09230841722658198,12.174358495376067,0.4108489015070573,6.995596687854758
2023-01-04 19:00:00,10077.411877812088,5702.224405591637,265.9889096879211,604.5468228636929,-8.537471142978497,104.7279248300407,0.09304435531607907,10.325837244501209,0.27254598934544194,4.286716030262764
2023-01-04 20:00:00,11975.969508328735,7388.924808543646,268.5919699804565,690.8515238630574,-16.831457342359695,105.44613185867937,0.10689392743676081,11.299071825319796,0.2534107955437533,5.114668361545524
2023-01-04 21:00:00,12104.926786575692,8017.698025515899,262.8105156762365,700.717200343463,-14.341433619358133,105.59266122178308,0.10116915186641252,12.91502486417107,0.2803985851685094,6.276057572790659
2023-01-04 22:00:00,11156.987953253625,5934.4201553671655,282.72408534658234,662.6755332623934,-11.651232845482232,103.32225434403622,0.11205579740067549,9.01530901504386,0.22845278726430582,3.518164066316075
2023-01-04 23:00:00,10081.765193477322,7950.348247367128,294.7178498092205,607.1641217374361,-9.46329761913213,102.53929142641189,0.10437247529119059,11.072510583691276,0.3236800747280438,6.4061901038302755
2023-01-05 00:00:00,10127.577113842175,6260.044773628751,265.52618437633225,597.8869731131724,-12.123638834721895,100.22555710133057,0.11387804645260657,8.021945415023165,0.21032044815684706,3.6379416366166373
2023-01-05 01:00:00,10214.95202959612,7103.301840459839,275.3357880023195,624.1411545252748,-11.544420830395818,103.13242298629099,0.08089414670595761,9.195414971245144,0.24785498940969689,4.691367070047488
2023-01-05 02:00:00,8626.20049143942,6729.101184829056,271.4450591623348,530.5484021796836,-6.937430041026658,102.35906684365217,0.09160394601917442,6.713882958042038,0.21126918607599013,3.8425136690011517
2023-01-05 03:00:00,9758.005698466428,6873.4254697182205,290.40593883361765,608.1114559078749,-9.760550239045795,103.66429545883791,0.09936436135737052,9.234385249696514,0.2748225816685972,4.772262163749949
2023-01-05 04:00:00,10021.949438281908,7855.127126489012,266.9487852777335,619.0134020886051,-6.687221794812147,102.04791503617352,0.09927356035240947,8.394024377598207,0.22358670087001228,4.826978683808236
2023-01-05 05:00:00,8745.315336449872,7560.736944716069,295.15516491994634,546.4168783737388,-6.8315042506481305,101.19112368931353,0.08682504121092517,8.419410279274919,0.2841558404590211,5.340408419071261
2023-01-05 06:00:00,8819.077836311693,6541.611142819291,237.99170226663608,544.1074003898299,-4.447056585812643,100.76402702738474,0.08632164983764548,7.5471729862562675,0.20366806820826183,4.107239210728634
2023-01-05 07:00:00,10486.825474417654,6827.778970757871,290.2657085549735,622.7003001458928,-10.683063558442887,102.77635851036479,0.08407803574739978,8.808514101265624,0.2438115894230923,4.207675230169367
2023-01-05 08:00:00,11289.251735343174,7496.357317227968,242.47092801512798,664.7235744763716,-9.839571960834704,107.29911961126714,0.11073947161359794,9.062003343942706,0.1946340122439645,4.414824908102502
2023-01-05 09:00:00,9791.798322124729,6811.483949552644,285.723336333407,596.7670968814389,-8.350445488258911,101.55191927449583,0.11006700922543332,9.527708789751488,0.27801723988430876,4.862637517215811
2023-01-05 10:00:00,10525.841206581117,7216.930246578685,257.42185812583375,603.683250831455,-7.943256003817046,100.56893298991905,0.10101797121255286,10.14152251360224,0.24802289132427693,5.1015599797742395
2023-01-05 11:00:00,11386.503498432465,6719.923377472977,299.69335156484647,675.9552532418941,-11.581956344287432,100.01387801337641,0.10630402616573018,8.623179477245493,0.2269625226951078,3.7337523305890032
2023-01-05 12:00:00,9099.548636335177,7286.692009016426,264.0079290506348,550.5402992272689,-6.869375780737148,105.38001772471803,0.09473430891067451,8.688920222078604,0.2520942439229639,5.104820981460924
2023-01-05 13:00:00,11176.46337350457,7457.556132225097,278.54400046766443,652.5974882282912,-14.247612584613675,99.82030390849155,0.12092329226204589,10.345082502314488,0.25782401543889744,5.064426054533589
2023-01-05 14:00:00,9157.151833857948,6951.916568113861,282.26359982368865,555.462398221304,-12.215443881035693,100.76454455168272,0.09687421956609196,7.248797656219241,0.2234397504770805,4.037516008389153
2023-01-05 15:00:00,9108.50996778133,7049.459263415056,280.1515137633558,556.6271345673426,-4.999211773563287,100.44315498593437,0.11163218092522467,7.3687006098271475,0.22663999244816962,4.184114136819373
2023-01-05 16:00:00,7131.6997333494355,5676.754054425973,249.98049115652805,457.4918336053485,-3.161893112986289,101.37660102478445,0.11151575976636559,6.464000374109014,0.22657627897590268,3.7749616687718106
2023-01-05 17:00:00,10386.358116901136,7547.717731873358,262.24959119492235,603.3486907238869,-13.946544634297073,102.4260712710162,0.08913462503143806,7.833847237164703,0.1978001540392554,4.176683820074209
2023-01-05 18:00:00,9653.783146730642,5760.837383507292,269.1919255723496,588.6726967000984,-7.706317609353057,99.92932628913907,0.1092157235684975,8.429411663422856,0.23505081092351718,3.6905363316271598
2023-01-05 19:00:00,9854.970721897034,7170.455652468036,297.97579898485117,602.3453807742851,-8.747367462151272,98.51610574097248,0.1095531800728765,8.324232268383023,0.25169225065231265,4.443649026048903
2023-01-05 20:00:00,11764.294992435836,6865.030246674319,251.7329443917385,694.0158679276035,-12.508328665616053,105.62724017297641,0.11069297513295194,13.54120624736985,0.2897553760304356,5.7974638077336635
2023-01-05 21:00:00,9924.49270749102,6635.417053911325,235.01194298169045,583.9220304632278,-8.219303895014525,99.4514563579795,0.09431349677903418,9.90513757337951,0.23455361349238732,4.858750112890761
2023-01-05 22:00:00,10710.255888190668,7133.703748205383,271.4336078385851,648.5284627439346,-10.991222697030421,102.33845458193211,0.09314404504914728,9.600821641419635,0.24331684355167535,4.6916733620937325
2023-01-05 23:00:00,9617.454785404245,7144.172614221348,276.0418689636578,586.0190834833015,-6.666009783389072,104.06819155094468,0.09634268907877262,8.091435380503153,0.23224179316366536,4.409826473139547
2023-01-06 00:00:00,10575.06633358787,6966.111270022594,227.37374940137815,621.2280091043252,-13.904393243402478,102.50130551701682,0.10354368637437716,11.055117569270346,0.23769529689041943,5.342872576470619
2023-01-06 01:00:00,9612.723431162754,7270.7990492192675,268.73181691856786,584.5235701829138,-8.604333835658714,102.65374591355989,0.11433715958282883,9.133171104784841,0.25532552588170254,5.068289719280086
2023-01-06 02:00:00,9122.930176757618,6831.684059925306,258.67744169390227,558.4059023779755,-9.037371087769673,102.18126039246535,0.10410103919395874,7.445256218298309,0.2111075930638675,4.0905077029886865
2023-01-06 03:00:00,9008.267860191276,6182.235475227906,251.35338385980106,552.919983303694,-7.815020673286838,100.06832262075211,0.10395661909174095,8.830202265236077,0.2463849048430095,4.446098165965718
2023-01-06 04:00:00,9348.083625625392,6417.685894510885,246.72255103631827,570.1206410214118,-5.7796430784295145,98.54931299288921,0.09488245087617697,8.177112814047671,0.21581729629195934,4.118698504815331
2023-01-06 05:00:00,9428.803888459757,7464.419341915823,275.7483887747243,572.710800219338,-7.059042236309308,104.12270135504369,0.08757920072914474,6.702709388197033,0.19602288223246445,3.8930856703081727
2023-01-06 06:00:00,10734.097428773766,6861.269323360542,259.81818277010245,636.6465178956661,-10.814231937390584,104.42648643554791,0.09552874657778329,9.912308926887647,0.23992684150007934,4.648554285442274
2023-01-06 07:00:00,9731.133335098579,7124.566038076286,276.09157380218704,588.7541391216562,-6.953388440052845,104.06768647373902,0.09728845675602535,8.969704954773484,0.2544883388425587,4.818116479926526
2023-01-06 08:00:00,9826.132424810043,5671.245883143102,253.13620357558273,597.8941401405812,-10.840680051644389,98.45085191055787,0.09982099099658784,8.994791548210383,0.23171959078413615,3.808825811485391
2023-01-06 09:00:00,9584.455300588064,6246.817029530114,248.0167076707953,583.0459847855359,-10.36734750795887,101.51085664384073,0.10165583643495361,8.557995817397934,0.221455041556847,4.092300939351022
2023-01-06 10:00:00,7861.508238534446,6412.551489107663,229.36283633921414,492.25512318382044,-8.019411670986978,100.6712985319166,0.10757759178577164,6.033169715220706,0.1760202846593769,3.610560926460013
2023-01-06 11:00:00,11276.20294583942,6432.806348300017,261.4637771851763,666.8421082233219,-12.92153756316672,104.98654225518369,0.09981952345708876,10.431060776790744,0.24186728137543456,4.365864112024616
2023-01-06 12:00:00,10261.544792608922,6994.198067641015,279.6147793590387,614.9989232671614,-9.616344047797712,102.37269741204635,0.11022047181559633,11.131047702780382,0.3033076900555599,5.566284113499802
2023-01-06 13:00:00,9690.314332627828,6704.404392413583,297.80620536302035,585.2258984229334,-9.776113563897761,99.99533442066317,0.09051712428298056,9.32965749842494,0.28672237056206235,4.735787227485146
2023-01-06 14:00:00,9935.96441417998,6877.999241973475,275.8654087724916,577.006771724343,-5.727314155593102,103.98223658345712,0.09741728168948519,12.139409719146215,0.33704259444103596,6.165294265136573
2023-01-06 15:00:00,9800.684692852892,6597.3546705046365,255.4324543736047,598.0738825093929,-8.214815602116818,103.99926428099589,0.09380635599994952,9.461374446502962,0.24658910804266118,4.67274186005
2023-01-06 16:00:00,9464.343999198576,7523.920794093119,256.37106389916516,585.0079914484307,-6.657549957082317,102.29266244143675,0.10636998238218093,9.88658174519596,0.267808680723839,5.7663898908664555
2023-01-06 17:00:00,11066.420313360728,7950.188470793963,287.2765044246406,642.0716578957764,-13.419161582559319,103.3335822499362,0.0991882008418434,11.002515214970598,0.2856175729218976,5.799177279276293
2023-01-06 18:00:00,10978.428445148484,6953.253056587578,232.15295550834333,664.7154104418559,-15.08592090538604,102.94960391827189,0.10176312094094199,8.70320463884298,0.18404042886431496,4.0441867240409435
2023-01-06 19:00:00,10352.528429911727,6740.757009131053,289.24905464897586,615.186581341525,-12.319214898829,102.62664135445708,0.10574403017078347,9.583740000238127,0.2677691497142878,4.578270064770655
2023-01-06 20:00:00,9369.49183478339,6011.9224752775635,279.26131629059523,560.7342974175357,-10.036636299957033,99.89508463950655,0.08868463636742409,9.986262930616602,0.2976444165813654,4.701153970350168
2023-01-06 21:00:00,10362.96127697607,7363.225036301861,287.7242247620254,611.6257440434048,-10.679327957594225,100.39079673597689,0.10040591215626116,7.743576218192533,0.21499785676273817,4.036732022798429
